#Header as per the description in tests/validateCat.py.  The columns (if they
#exist) must be labeled with these names, although not necessarily in this order.  Columns that have
#no default listed must exist.  There are other caveats in settings.py
#id| ra| decl| umag| gmag| rmag| imag| zmag| ymag| specname| muRa| muDec| distance| doRed| varDictionary
2106|210.636364|-29.818182|18.0530|18.0530|18.0530|18.0530|18.0530|18.0530|sed_flat_norm.txt.gz|0.|0.|28.9540|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':19.9540}
2107|210.636364|-29.787879|18.0535|18.0535|18.0535|18.0535|18.0535|18.0535|sed_flat_norm.txt.gz|0.|0.|28.9630|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':19.9630}
2108|210.636364|-29.757576|18.0540|18.0540|18.0540|18.0540|18.0540|18.0540|sed_flat_norm.txt.gz|0.|0.|28.9720|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':19.9720}
2109|210.636364|-29.727273|18.0545|18.0545|18.0545|18.0545|18.0545|18.0545|sed_flat_norm.txt.gz|0.|0.|28.9810|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':19.9810}
2110|210.636364|-29.696970|18.0550|18.0550|18.0550|18.0550|18.0550|18.0550|sed_flat_norm.txt.gz|0.|0.|28.9900|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':19.9900}
2111|210.636364|-29.666667|18.0555|18.0555|18.0555|18.0555|18.0555|18.0555|sed_flat_norm.txt.gz|0.|0.|28.9990|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':19.9990}
2112|210.636364|-29.636364|18.0560|18.0560|18.0560|18.0560|18.0560|18.0560|sed_flat_norm.txt.gz|0.|0.|29.0080|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.0080}
2113|210.636364|-29.606061|18.0565|18.0565|18.0565|18.0565|18.0565|18.0565|sed_flat_norm.txt.gz|0.|0.|29.0170|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.0170}
2114|210.636364|-29.575758|18.0570|18.0570|18.0570|18.0570|18.0570|18.0570|sed_flat_norm.txt.gz|0.|0.|29.0260|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.0260}
2115|210.636364|-29.545455|18.0575|18.0575|18.0575|18.0575|18.0575|18.0575|sed_flat_norm.txt.gz|0.|0.|29.0350|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.0350}
2116|210.636364|-29.515152|18.0580|18.0580|18.0580|18.0580|18.0580|18.0580|sed_flat_norm.txt.gz|0.|0.|29.0440|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.0440}
2117|210.636364|-29.484848|18.0585|18.0585|18.0585|18.0585|18.0585|18.0585|sed_flat_norm.txt.gz|0.|0.|29.0530|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.0530}
2118|210.636364|-29.454545|18.0590|18.0590|18.0590|18.0590|18.0590|18.0590|sed_flat_norm.txt.gz|0.|0.|29.0620|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.0620}
2119|210.636364|-29.424242|18.0595|18.0595|18.0595|18.0595|18.0595|18.0595|sed_flat_norm.txt.gz|0.|0.|29.0710|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.0710}
2120|210.636364|-29.393939|18.0600|18.0600|18.0600|18.0600|18.0600|18.0600|sed_flat_norm.txt.gz|0.|0.|29.0800|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.0800}
2121|210.636364|-29.363636|18.0605|18.0605|18.0605|18.0605|18.0605|18.0605|sed_flat_norm.txt.gz|0.|0.|29.0890|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.0890}
2122|210.636364|-29.333333|18.0610|18.0610|18.0610|18.0610|18.0610|18.0610|sed_flat_norm.txt.gz|0.|0.|29.0980|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.0980}
2123|210.636364|-29.303030|18.0615|18.0615|18.0615|18.0615|18.0615|18.0615|sed_flat_norm.txt.gz|0.|0.|29.1070|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.1070}
2124|210.636364|-29.272727|18.0620|18.0620|18.0620|18.0620|18.0620|18.0620|sed_flat_norm.txt.gz|0.|0.|29.1160|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.1160}
2125|210.636364|-29.242424|18.0625|18.0625|18.0625|18.0625|18.0625|18.0625|sed_flat_norm.txt.gz|0.|0.|29.1250|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.1250}
2126|210.636364|-29.212121|18.0630|18.0630|18.0630|18.0630|18.0630|18.0630|sed_flat_norm.txt.gz|0.|0.|29.1340|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.1340}
2127|210.636364|-29.181818|18.0635|18.0635|18.0635|18.0635|18.0635|18.0635|sed_flat_norm.txt.gz|0.|0.|29.1430|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.1430}
2128|210.636364|-29.151515|18.0640|18.0640|18.0640|18.0640|18.0640|18.0640|sed_flat_norm.txt.gz|0.|0.|29.1520|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.1520}
2129|210.636364|-29.121212|18.0645|18.0645|18.0645|18.0645|18.0645|18.0645|sed_flat_norm.txt.gz|0.|0.|29.1610|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.1610}
2130|210.636364|-29.090909|18.0650|18.0650|18.0650|18.0650|18.0650|18.0650|sed_flat_norm.txt.gz|0.|0.|29.1700|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.1700}
2131|210.636364|-29.060606|18.0655|18.0655|18.0655|18.0655|18.0655|18.0655|sed_flat_norm.txt.gz|0.|0.|29.1790|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.1790}
2132|210.636364|-29.030303|18.0660|18.0660|18.0660|18.0660|18.0660|18.0660|sed_flat_norm.txt.gz|0.|0.|29.1880|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.1880}
2133|210.636364|-29.000000|18.0665|18.0665|18.0665|18.0665|18.0665|18.0665|sed_flat_norm.txt.gz|0.|0.|29.1970|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.1970}
2134|210.636364|-28.969697|18.0670|18.0670|18.0670|18.0670|18.0670|18.0670|sed_flat_norm.txt.gz|0.|0.|29.2060|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.2060}
2135|210.636364|-28.939394|18.0675|18.0675|18.0675|18.0675|18.0675|18.0675|sed_flat_norm.txt.gz|0.|0.|29.2150|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.2150}
2136|210.636364|-28.909091|18.0680|18.0680|18.0680|18.0680|18.0680|18.0680|sed_flat_norm.txt.gz|0.|0.|29.2240|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.2240}
2137|210.636364|-28.878788|18.0685|18.0685|18.0685|18.0685|18.0685|18.0685|sed_flat_norm.txt.gz|0.|0.|29.2330|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.2330}
2138|210.636364|-28.848485|18.0690|18.0690|18.0690|18.0690|18.0690|18.0690|sed_flat_norm.txt.gz|0.|0.|29.2420|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.2420}
2139|210.636364|-28.818182|18.0695|18.0695|18.0695|18.0695|18.0695|18.0695|sed_flat_norm.txt.gz|0.|0.|29.2510|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.2510}
2140|210.636364|-28.787879|18.0700|18.0700|18.0700|18.0700|18.0700|18.0700|sed_flat_norm.txt.gz|0.|0.|29.2600|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.2600}
2141|210.636364|-28.757576|18.0705|18.0705|18.0705|18.0705|18.0705|18.0705|sed_flat_norm.txt.gz|0.|0.|29.2690|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.2690}
2142|210.636364|-28.727273|18.0710|18.0710|18.0710|18.0710|18.0710|18.0710|sed_flat_norm.txt.gz|0.|0.|29.2780|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.2780}
2143|210.636364|-28.696970|18.0715|18.0715|18.0715|18.0715|18.0715|18.0715|sed_flat_norm.txt.gz|0.|0.|29.2870|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.2870}
2144|210.636364|-28.666667|18.0720|18.0720|18.0720|18.0720|18.0720|18.0720|sed_flat_norm.txt.gz|0.|0.|29.2960|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.2960}
2145|210.636364|-28.636364|18.0725|18.0725|18.0725|18.0725|18.0725|18.0725|sed_flat_norm.txt.gz|0.|0.|29.3050|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.3050}
2146|210.636364|-28.606061|18.0730|18.0730|18.0730|18.0730|18.0730|18.0730|sed_flat_norm.txt.gz|0.|0.|29.3140|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.3140}
2147|210.636364|-28.575758|18.0735|18.0735|18.0735|18.0735|18.0735|18.0735|sed_flat_norm.txt.gz|0.|0.|29.3230|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.3230}
2148|210.636364|-28.545455|18.0740|18.0740|18.0740|18.0740|18.0740|18.0740|sed_flat_norm.txt.gz|0.|0.|29.3320|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.3320}
2149|210.636364|-28.515152|18.0745|18.0745|18.0745|18.0745|18.0745|18.0745|sed_flat_norm.txt.gz|0.|0.|29.3410|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.3410}
2150|210.636364|-28.484848|18.0750|18.0750|18.0750|18.0750|18.0750|18.0750|sed_flat_norm.txt.gz|0.|0.|29.3500|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.3500}
2151|210.636364|-28.454545|18.0755|18.0755|18.0755|18.0755|18.0755|18.0755|sed_flat_norm.txt.gz|0.|0.|29.3590|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.3590}
2152|210.636364|-28.424242|18.0760|18.0760|18.0760|18.0760|18.0760|18.0760|sed_flat_norm.txt.gz|0.|0.|29.3680|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.3680}
2153|210.636364|-28.393939|18.0765|18.0765|18.0765|18.0765|18.0765|18.0765|sed_flat_norm.txt.gz|0.|0.|29.3770|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.3770}
2154|210.636364|-28.363636|18.0770|18.0770|18.0770|18.0770|18.0770|18.0770|sed_flat_norm.txt.gz|0.|0.|29.3860|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.3860}
2155|210.636364|-28.333333|18.0775|18.0775|18.0775|18.0775|18.0775|18.0775|sed_flat_norm.txt.gz|0.|0.|29.3950|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.3950}
2156|210.636364|-28.303030|18.0780|18.0780|18.0780|18.0780|18.0780|18.0780|sed_flat_norm.txt.gz|0.|0.|29.4040|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.4040}
2157|210.636364|-28.272727|18.0785|18.0785|18.0785|18.0785|18.0785|18.0785|sed_flat_norm.txt.gz|0.|0.|29.4130|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.4130}
2158|210.636364|-28.242424|18.0790|18.0790|18.0790|18.0790|18.0790|18.0790|sed_flat_norm.txt.gz|0.|0.|29.4220|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.4220}
2159|210.636364|-28.212121|18.0795|18.0795|18.0795|18.0795|18.0795|18.0795|sed_flat_norm.txt.gz|0.|0.|29.4310|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.4310}
2160|210.636364|-28.181818|18.0800|18.0800|18.0800|18.0800|18.0800|18.0800|sed_flat_norm.txt.gz|0.|0.|29.4400|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.4400}
2161|210.636364|-28.151515|18.0805|18.0805|18.0805|18.0805|18.0805|18.0805|sed_flat_norm.txt.gz|0.|0.|29.4490|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.4490}
2162|210.636364|-28.121212|18.0810|18.0810|18.0810|18.0810|18.0810|18.0810|sed_flat_norm.txt.gz|0.|0.|29.4580|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.4580}
2163|210.636364|-28.090909|18.0815|18.0815|18.0815|18.0815|18.0815|18.0815|sed_flat_norm.txt.gz|0.|0.|29.4670|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.4670}
2164|210.636364|-28.060606|18.0820|18.0820|18.0820|18.0820|18.0820|18.0820|sed_flat_norm.txt.gz|0.|0.|29.4760|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.4760}
2165|210.636364|-28.030303|18.0825|18.0825|18.0825|18.0825|18.0825|18.0825|sed_flat_norm.txt.gz|0.|0.|29.4850|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.4850}
2166|210.636364|-28.000000|18.0830|18.0830|18.0830|18.0830|18.0830|18.0830|sed_flat_norm.txt.gz|0.|0.|29.4940|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.4940}
2167|210.636364|-27.969697|18.0835|18.0835|18.0835|18.0835|18.0835|18.0835|sed_flat_norm.txt.gz|0.|0.|29.5030|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.5030}
2168|210.636364|-27.939394|18.0840|18.0840|18.0840|18.0840|18.0840|18.0840|sed_flat_norm.txt.gz|0.|0.|29.5120|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.5120}
2169|210.636364|-27.909091|18.0845|18.0845|18.0845|18.0845|18.0845|18.0845|sed_flat_norm.txt.gz|0.|0.|29.5210|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.5210}
2170|210.636364|-27.878788|18.0850|18.0850|18.0850|18.0850|18.0850|18.0850|sed_flat_norm.txt.gz|0.|0.|29.5300|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.5300}
2171|210.636364|-27.848485|18.0855|18.0855|18.0855|18.0855|18.0855|18.0855|sed_flat_norm.txt.gz|0.|0.|29.5390|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.5390}
2172|210.636364|-27.818182|18.0860|18.0860|18.0860|18.0860|18.0860|18.0860|sed_flat_norm.txt.gz|0.|0.|29.5480|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.5480}
2173|210.636364|-27.787879|18.0865|18.0865|18.0865|18.0865|18.0865|18.0865|sed_flat_norm.txt.gz|0.|0.|29.5570|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.5570}
2174|210.636364|-27.757576|18.0870|18.0870|18.0870|18.0870|18.0870|18.0870|sed_flat_norm.txt.gz|0.|0.|29.5660|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.5660}
2175|210.636364|-27.727273|18.0875|18.0875|18.0875|18.0875|18.0875|18.0875|sed_flat_norm.txt.gz|0.|0.|29.5750|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.5750}
2176|210.636364|-27.696970|18.0880|18.0880|18.0880|18.0880|18.0880|18.0880|sed_flat_norm.txt.gz|0.|0.|29.5840|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.5840}
2177|210.636364|-27.666667|18.0885|18.0885|18.0885|18.0885|18.0885|18.0885|sed_flat_norm.txt.gz|0.|0.|29.5930|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.5930}
2178|210.636364|-27.636364|18.0890|18.0890|18.0890|18.0890|18.0890|18.0890|sed_flat_norm.txt.gz|0.|0.|29.6020|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.6020}
2179|210.636364|-27.606061|18.0895|18.0895|18.0895|18.0895|18.0895|18.0895|sed_flat_norm.txt.gz|0.|0.|29.6110|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.6110}
2180|210.636364|-27.575758|18.0900|18.0900|18.0900|18.0900|18.0900|18.0900|sed_flat_norm.txt.gz|0.|0.|29.6200|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.6200}
2181|210.636364|-27.545455|18.0905|18.0905|18.0905|18.0905|18.0905|18.0905|sed_flat_norm.txt.gz|0.|0.|29.6290|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.6290}
2182|210.636364|-27.515152|18.0910|18.0910|18.0910|18.0910|18.0910|18.0910|sed_flat_norm.txt.gz|0.|0.|29.6380|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.6380}
2183|210.636364|-27.484848|18.0915|18.0915|18.0915|18.0915|18.0915|18.0915|sed_flat_norm.txt.gz|0.|0.|29.6470|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.6470}
2184|210.636364|-27.454545|18.0920|18.0920|18.0920|18.0920|18.0920|18.0920|sed_flat_norm.txt.gz|0.|0.|29.6560|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.6560}
2185|210.636364|-27.424242|18.0925|18.0925|18.0925|18.0925|18.0925|18.0925|sed_flat_norm.txt.gz|0.|0.|29.6650|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.6650}
2186|210.636364|-27.393939|18.0930|18.0930|18.0930|18.0930|18.0930|18.0930|sed_flat_norm.txt.gz|0.|0.|29.6740|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.6740}
2187|210.636364|-27.363636|18.0935|18.0935|18.0935|18.0935|18.0935|18.0935|sed_flat_norm.txt.gz|0.|0.|29.6830|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.6830}
2188|210.636364|-27.333333|18.0940|18.0940|18.0940|18.0940|18.0940|18.0940|sed_flat_norm.txt.gz|0.|0.|29.6920|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.6920}
2189|210.636364|-27.303030|18.0945|18.0945|18.0945|18.0945|18.0945|18.0945|sed_flat_norm.txt.gz|0.|0.|29.7010|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.7010}
2190|210.636364|-27.272727|18.0950|18.0950|18.0950|18.0950|18.0950|18.0950|sed_flat_norm.txt.gz|0.|0.|29.7100|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.7100}
2191|210.636364|-27.242424|18.0955|18.0955|18.0955|18.0955|18.0955|18.0955|sed_flat_norm.txt.gz|0.|0.|29.7190|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.7190}
2192|210.636364|-27.212121|18.0960|18.0960|18.0960|18.0960|18.0960|18.0960|sed_flat_norm.txt.gz|0.|0.|29.7280|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.7280}
2193|210.636364|-27.181818|18.0965|18.0965|18.0965|18.0965|18.0965|18.0965|sed_flat_norm.txt.gz|0.|0.|29.7370|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.7370}
2194|210.636364|-27.151515|18.0970|18.0970|18.0970|18.0970|18.0970|18.0970|sed_flat_norm.txt.gz|0.|0.|29.7460|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.7460}
2195|210.636364|-27.121212|18.0975|18.0975|18.0975|18.0975|18.0975|18.0975|sed_flat_norm.txt.gz|0.|0.|29.7550|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.7550}
2196|210.636364|-27.090909|18.0980|18.0980|18.0980|18.0980|18.0980|18.0980|sed_flat_norm.txt.gz|0.|0.|29.7640|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.7640}
2197|210.636364|-27.060606|18.0985|18.0985|18.0985|18.0985|18.0985|18.0985|sed_flat_norm.txt.gz|0.|0.|29.7730|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.7730}
2198|210.636364|-27.030303|18.0990|18.0990|18.0990|18.0990|18.0990|18.0990|sed_flat_norm.txt.gz|0.|0.|29.7820|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.7820}
2199|210.636364|-27.000000|18.0995|18.0995|18.0995|18.0995|18.0995|18.0995|sed_flat_norm.txt.gz|0.|0.|29.7910|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.7910}
2200|210.666667|-30.000000|18.1000|18.1000|18.1000|18.1000|18.1000|18.1000|sed_flat_norm.txt.gz|0.|0.|29.8000|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.8000}
2201|210.666667|-29.969697|18.1005|18.1005|18.1005|18.1005|18.1005|18.1005|sed_flat_norm.txt.gz|0.|0.|29.8090|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.8090}
2202|210.666667|-29.939394|18.1010|18.1010|18.1010|18.1010|18.1010|18.1010|sed_flat_norm.txt.gz|0.|0.|29.8180|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.8180}
2203|210.666667|-29.909091|18.1015|18.1015|18.1015|18.1015|18.1015|18.1015|sed_flat_norm.txt.gz|0.|0.|29.8270|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.8270}
2204|210.666667|-29.878788|18.1020|18.1020|18.1020|18.1020|18.1020|18.1020|sed_flat_norm.txt.gz|0.|0.|29.8360|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.8360}
2205|210.666667|-29.848485|18.1025|18.1025|18.1025|18.1025|18.1025|18.1025|sed_flat_norm.txt.gz|0.|0.|29.8450|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.8450}
2206|210.666667|-29.818182|18.1030|18.1030|18.1030|18.1030|18.1030|18.1030|sed_flat_norm.txt.gz|0.|0.|29.8540|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.8540}
2207|210.666667|-29.787879|18.1035|18.1035|18.1035|18.1035|18.1035|18.1035|sed_flat_norm.txt.gz|0.|0.|29.8630|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.8630}
2208|210.666667|-29.757576|18.1040|18.1040|18.1040|18.1040|18.1040|18.1040|sed_flat_norm.txt.gz|0.|0.|29.8720|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.8720}
2209|210.666667|-29.727273|18.1045|18.1045|18.1045|18.1045|18.1045|18.1045|sed_flat_norm.txt.gz|0.|0.|29.8810|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.8810}
2210|210.666667|-29.696970|18.1050|18.1050|18.1050|18.1050|18.1050|18.1050|sed_flat_norm.txt.gz|0.|0.|29.8900|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.8900}
2211|210.666667|-29.666667|18.1055|18.1055|18.1055|18.1055|18.1055|18.1055|sed_flat_norm.txt.gz|0.|0.|29.8990|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.8990}
2212|210.666667|-29.636364|18.1060|18.1060|18.1060|18.1060|18.1060|18.1060|sed_flat_norm.txt.gz|0.|0.|29.9080|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.9080}
2213|210.666667|-29.606061|18.1065|18.1065|18.1065|18.1065|18.1065|18.1065|sed_flat_norm.txt.gz|0.|0.|29.9170|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.9170}
2214|210.666667|-29.575758|18.1070|18.1070|18.1070|18.1070|18.1070|18.1070|sed_flat_norm.txt.gz|0.|0.|29.9260|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.9260}
2215|210.666667|-29.545455|18.1075|18.1075|18.1075|18.1075|18.1075|18.1075|sed_flat_norm.txt.gz|0.|0.|29.9350|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.9350}
2216|210.666667|-29.515152|18.1080|18.1080|18.1080|18.1080|18.1080|18.1080|sed_flat_norm.txt.gz|0.|0.|29.9440|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.9440}
2217|210.666667|-29.484848|18.1085|18.1085|18.1085|18.1085|18.1085|18.1085|sed_flat_norm.txt.gz|0.|0.|29.9530|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.9530}
2218|210.666667|-29.454545|18.1090|18.1090|18.1090|18.1090|18.1090|18.1090|sed_flat_norm.txt.gz|0.|0.|29.9620|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.9620}
2219|210.666667|-29.424242|18.1095|18.1095|18.1095|18.1095|18.1095|18.1095|sed_flat_norm.txt.gz|0.|0.|29.9710|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.9710}
2220|210.666667|-29.393939|18.1100|18.1100|18.1100|18.1100|18.1100|18.1100|sed_flat_norm.txt.gz|0.|0.|29.9800|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.9800}
2221|210.666667|-29.363636|18.1105|18.1105|18.1105|18.1105|18.1105|18.1105|sed_flat_norm.txt.gz|0.|0.|29.9890|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':20.9890}
2222|210.666667|-29.333333|18.1110|18.1110|18.1110|18.1110|18.1110|18.1110|sed_flat_norm.txt.gz|0.|0.|29.9980|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':20.9980}
2223|210.666667|-29.303030|18.1115|18.1115|18.1115|18.1115|18.1115|18.1115|sed_flat_norm.txt.gz|0.|0.|30.0070|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':21.0070}
2224|210.666667|-29.272727|18.1120|18.1120|18.1120|18.1120|18.1120|18.1120|sed_flat_norm.txt.gz|0.|0.|30.0160|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':21.0160}
2225|210.666667|-29.242424|18.1125|18.1125|18.1125|18.1125|18.1125|18.1125|sed_flat_norm.txt.gz|0.|0.|30.0250|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':21.0250}
2226|210.666667|-29.212121|18.1130|18.1130|18.1130|18.1130|18.1130|18.1130|sed_flat_norm.txt.gz|0.|0.|30.0340|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':21.0340}
2227|210.666667|-29.181818|18.1135|18.1135|18.1135|18.1135|18.1135|18.1135|sed_flat_norm.txt.gz|0.|0.|30.0430|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':21.0430}
2228|210.666667|-29.151515|18.1140|18.1140|18.1140|18.1140|18.1140|18.1140|sed_flat_norm.txt.gz|0.|0.|30.0520|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':21.0520}
2229|210.666667|-29.121212|18.1145|18.1145|18.1145|18.1145|18.1145|18.1145|sed_flat_norm.txt.gz|0.|0.|30.0610|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':21.0610}
2230|210.666667|-29.090909|18.1150|18.1150|18.1150|18.1150|18.1150|18.1150|sed_flat_norm.txt.gz|0.|0.|30.0700|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':21.0700}
2231|210.666667|-29.060606|18.1155|18.1155|18.1155|18.1155|18.1155|18.1155|sed_flat_norm.txt.gz|0.|0.|30.0790|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':21.0790}
2232|210.666667|-29.030303|18.1160|18.1160|18.1160|18.1160|18.1160|18.1160|sed_flat_norm.txt.gz|0.|0.|30.0880|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':21.0880}
2233|210.666667|-29.000000|18.1165|18.1165|18.1165|18.1165|18.1165|18.1165|sed_flat_norm.txt.gz|0.|0.|30.0970|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':21.0970}
2234|210.666667|-28.969697|18.1170|18.1170|18.1170|18.1170|18.1170|18.1170|sed_flat_norm.txt.gz|0.|0.|30.1060|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':21.1060}
2235|210.666667|-28.939394|18.1175|18.1175|18.1175|18.1175|18.1175|18.1175|sed_flat_norm.txt.gz|0.|0.|30.1150|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':21.1150}
2236|210.666667|-28.909091|18.1180|18.1180|18.1180|18.1180|18.1180|18.1180|sed_flat_norm.txt.gz|0.|0.|30.1240|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':21.1240}
2237|210.666667|-28.878788|18.1185|18.1185|18.1185|18.1185|18.1185|18.1185|sed_flat_norm.txt.gz|0.|0.|30.1330|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':21.1330}
