id,filename,fieldid,ra,dec,gizisid,appmag,filtid,parallax,mura,mudec,vrad,teff,logg,feh,d,filtstr,sed,fluxnorm,magnorm,umag,gmag,rmag,imag,zmag,ymag,gal_l,gal_b,ebv
90,easter.2293.13.txt,2293,320.858288,-7.496306,46,24.3,4,50.0,-176.9,233.1,28.0,1000,5.00,0.0,0.020,z,BD1000.dat,2.280333027e-20,30.7022716645,31.994508194,30.4860953039,29.950161567,27.8051166832,24.3,22.7831308414,297.313070169,-47.140112504,0.0
91,easter.2293.13.txt,2293,320.876947,-7.496301,100,23.0,1,50.0,1147.2,-1638.3,0.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,2.94760388018e-17,22.9235945591,25.1536599427,23.0,21.7983523851,21.1977515829,20.90999052,20.7603044418,296.78221693,-47.0428390529,0.0
92,easter.2293.13.txt,2293,320.895606,-7.496296,5,23.0,4,255.3,6560.5,-5723.1,307.0,325,4.35,0.0,0.004,z,BD325.dat,5.09905929172e-21,32.328542203,30.9778178684,31.8940214046,27.4787155642,25.4526525049,23.0,20.6886937539,296.255977324,-46.936836565,0.0
93,easter.2293.13.txt,2293,320.914266,-7.496290,80,20.0,1,50.0,35.6,1999.7,0.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-16,19.9235945591,22.1536599427,20.0,18.7983523851,18.1977515829,17.90999052,17.7603044418,295.734658347,-46.8222409015,0.0
94,easter.2293.13.txt,2293,320.932925,-7.496283,53,23.0,1,50.0,1147.2,1638.3,0.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,2.94760388018e-17,22.9235945591,25.1536599427,23.0,21.7983523851,21.1977515829,20.90999052,20.7603044418,295.218659943,-46.6991572849,0.0
95,easter.2293.13.txt,2293,320.951584,-7.496276,36,23.0,3,50.0,965.0,-258.8,55.0,1000,5.00,0.0,0.020,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,294.708316149,-46.5676251971,0.0
96,easter.2293.13.txt,2293,320.839625,-7.477809,51,21.4,3,17.5,1405.0,-51.0,-200.0,1800,5.00,0.0,0.057,i,BD1800.dat,1.17069682472e-18,26.4261562569,28.8218065674,26.4293498944,22.9985853028,21.4,20.020064129,19.3100426746,297.489607655,-48.2608830148,0.0
97,easter.2293.13.txt,2293,320.858284,-7.477806,67,24.0,4,50.0,175.1,-198.0,0.0,555,4.83,0.0,0.020,z,BD555.dat,2.12498246706e-21,33.2788789802,31.7391517949,32.5305673229,29.7008083172,27.3705730496,24.0,21.4095166638,296.917655283,-48.1660766967,0.0
98,easter.2293.13.txt,2293,320.876942,-7.477801,61,18.1,4,26.2,-145.8,-20.5,0.0,1000,5.00,0.0,0.038,z,BD1000.dat,6.88649564796e-18,24.5022716645,25.794508194,24.2860953039,23.750161567,21.6051166832,18.1,16.5831308414,296.350480417,-48.0619785702,0.0
99,easter.2293.13.txt,2293,320.895601,-7.477796,25,22.0,2,25.0,30.0,-30.0,0.0,9999,5.00,0.0,0.040,r,RedE1astrom.dat,1.26008495333e-18,26.3462677937,26.6678942834,26.3198703233,22.0,25.8967509227,25.7463719933,25.6226917425,295.788477789,-47.9485584375,0.0
100,easter.2293.13.txt,2293,320.914259,-7.477790,31,24.0,3,15.8,-210.0,59.0,55.0,1500,5.00,0.0,0.063,i,BD1500.dat,2.04497601557e-19,28.320546811,31.2079490236,28.597672427,25.6227394485,24.0,22.4473859602,21.7434201237,295.232082139,-47.8259825524,0.0
101,easter.2426.13.txt,2426,1.636386,-4.902014,75,23.0,4,10.0,270.7,-129.4,0.0,2000,5.00,0.0,0.100,z,BD2000.dat,5.36520126968e-20,29.7733023112,31.804877748,29.7842735718,26.3769911381,24.3479033611,23.0,22.1785128815,134.774080467,24.9150664369,0.0
102,easter.2426.13.txt,2426,1.654953,-4.902012,16,23.3,4,200.0,-39.9,30.1,25.0,1000,5.00,0.0,0.005,z,BD1000.dat,5.72793758983e-20,29.7022716645,30.994508194,29.4860953039,28.950161567,26.8051166832,23.3,21.7831308414,134.826742434,25.1098191196,0.0
103,easter.2426.13.txt,2426,1.673521,-4.902009,21,21.0,1,50.0,200.0,-200.0,0.0,9999,5.00,0.0,0.020,g,PNastrom.dat,6.39511108614e-17,22.082647126,20.5953263087,21.0,21.4336021319,21.5399536588,21.6014976744,21.1320862964,134.875576436,25.3054136375,0.0
104,easter.2426.13.txt,2426,1.692089,-4.902006,45,25.3,4,100.0,-98.0,75.0,-13.0,325,4.35,0.0,0.010,z,BD325.dat,6.13041763645e-22,34.628542203,33.2778178684,34.1940214046,29.7787155642,27.7526525049,25.3,22.9886937539,134.920608469,25.501763989,0.0
105,easter.2426.13.txt,2426,1.710657,-4.902002,57,18.0,4,34.9,155.4,-16.3,0.0,1800,5.00,0.0,0.029,z,BD1800.dat,7.52436911286e-18,24.4060921279,26.8017424385,24.4092857654,20.9785211738,19.379935871,18.0,17.2899785456,134.961744336,25.6988184771,0.0
106,easter.2426.13.txt,2426,1.599249,-4.883518,46,24.3,4,50.0,-176.9,233.1,28.0,1000,5.00,0.0,0.020,z,BD1000.dat,2.280333027e-20,30.7022716645,31.994508194,30.4860953039,29.950161567,27.8051166832,24.3,22.7831308414,133.536946772,24.8225366039,0.0
107,easter.2426.13.txt,2426,1.617816,-4.883516,49,25.3,4,0.1,0.0,0.0,9.0,1000,5.00,0.0,10.000,z,BD1000.dat,9.07816929297e-21,31.7022716645,32.994508194,31.4860953039,30.950161567,28.8051166832,25.3,23.7831308414,133.58977551,24.9972434805,0.0
108,easter.2426.13.txt,2426,1.636384,-4.883514,83,21.0,3,63.0,1500.0,200.0,-20.0,1500,5.00,0.0,0.016,i,BD1500.dat,3.24106856582e-18,25.320546811,28.2079490236,25.597672427,22.6227394485,21.0,19.4473859602,18.7434201237,133.639216737,25.1727882666,0.0
109,easter.2426.13.txt,2426,1.654951,-4.883512,70,23.0,0,40.0,1763.7,-943.0,0.0,35000,9.00,0.0,0.025,u,bergeron_35000_90.dat_39000,1.76225875023e-17,23.4820931688,23.0,23.4083148491,23.8877066386,24.2648049465,24.5557685339,24.7852852458,133.685235902,25.3490966256,0.0
110,easter.2426.13.txt,2426,1.673518,-4.883509,23,22.0,2,100.0,150.0,150.0,0.0,1500,5.00,0.0,0.010,r,BD1000e.dat,1.41061911558e-17,23.723742946,25.0062184275,23.2558914792,22.0,20.8255525493,17.3214706933,15.8046014754,133.727745053,25.5261338076,0.0
111,easter.2426.13.txt,2426,1.692086,-4.883506,26,22.0,2,25.0,30.0,-30.0,0.0,9999,5.00,0.0,0.040,r,RedE2astrom.dat,9.49252577467e-19,26.6538128953,26.9747092564,26.7027454074,22.0,25.8417943054,26.0561573735,25.9161616364,133.766779854,25.7038393792,0.0
112,easter.2426.13.txt,2426,1.710653,-4.883502,55,18.7,4,64.1,628.3,88.3,0.0,1800,5.00,0.0,0.016,z,BD1800.dat,3.9488450441e-18,25.1060921279,27.5017424385,25.1092857654,21.6785211738,20.079935871,18.7,17.9899785456,133.80224617,25.8821471202,0.0
113,easter.2426.13.txt,2426,1.729220,-4.883498,84,22.0,3,40.0,-1200.0,-125.0,-10.0,1500,5.00,0.0,0.025,i,BD1500.dat,1.29029263631e-18,26.320546811,29.2079490236,26.597672427,23.6227394485,22.0,20.4473859602,19.7434201237,133.834181992,26.0609977207,0.0
114,easter.2426.13.txt,2426,1.747787,-4.883493,8,21.0,4,50.0,-380.1,-310.0,20.0,1000,5.00,0.0,0.020,z,BD1000.dat,4.76429097036e-19,27.4022716645,28.694508194,27.1860953039,26.650161567,24.5051166832,21.0,19.4831308414,133.862498366,26.2403412256,0.0
115,easter.2426.13.txt,2426,1.599248,-4.865018,89,21.0,1,50.0,200.0,200.0,0.0,9999,5.00,0.0,0.020,g,PNastrom.dat,6.39511108614e-17,22.082647126,20.5953263087,21.0,21.4336021319,21.5399536588,21.6014976744,21.1320862964,132.41105661,25.1084441187,0.0
116,easter.2426.13.txt,2426,1.617815,-4.865016,41,25.0,0,50.0,-97.7,283.7,41.0,35000,9.00,0.0,0.020,u,bergeron_35000_90.dat_39000,2.79299189659e-18,25.4820931688,25.0,25.4083148491,25.8877066386,26.2648049465,26.5557685339,26.7852852458,132.456874851,25.2647746736,0.0
117,easter.2426.13.txt,2426,1.636381,-4.865015,25,22.0,2,25.0,30.0,-30.0,0.0,9999,5.00,0.0,0.040,r,RedE1astrom.dat,1.26008495333e-18,26.3462677937,26.6678942834,26.3198703233,22.0,25.8967509227,25.7463719933,25.6226917425,132.499686636,25.4218032622,0.0
118,easter.2426.13.txt,2426,1.654948,-4.865012,69,22.0,0,40.0,159.4,-1993.6,0.0,35000,9.00,0.0,0.025,u,bergeron_35000_90.dat_39000,4.4265938435e-17,22.4820931688,22.0,22.4083148491,22.8877066386,23.2648049465,23.5557685339,23.7852852458,132.539286486,25.5795362125,0.0
119,easter.2426.13.txt,2426,1.673515,-4.865009,48,25.3,4,30.0,122.9,178.1,8.0,1000,5.00,0.0,0.033,z,BD1000.dat,9.07816929297e-21,31.7022716645,32.994508194,31.4860953039,30.950161567,28.8051166832,25.3,23.7831308414,132.575770555,25.7378859672,0.0
120,easter.2426.13.txt,2426,1.692082,-4.865006,42,26.0,0,50.0,97.7,-283.7,42.0,35000,9.00,0.0,0.020,u,bergeron_35000_90.dat_39000,1.11191010133e-18,26.4820931688,26.0,26.4083148491,26.8877066386,27.2648049465,27.5557685339,27.7852852458,132.609115327,25.8968014928,0.0
121,easter.2426.13.txt,2426,1.710649,-4.865002,88,21.0,1,50.0,-200.0,200.0,0.0,9999,5.00,0.0,0.020,g,PNastrom.dat,6.39511108614e-17,22.082647126,20.5953263087,21.0,21.4336021319,21.5399536588,21.6014976744,21.1320862964,132.639235028,26.0562405559,0.0
122,easter.2426.13.txt,2426,1.729215,-4.864998,81,25.0,1,50.0,1528.7,1289.7,0.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-18,24.9235945591,27.1536599427,25.0,23.7983523851,23.1977515829,22.90999052,22.7603044418,132.666168619,26.2161315734,0.0
123,easter.2426.13.txt,2426,1.747782,-4.864993,96,25.3,4,100.0,-98.0,75.0,-13.0,325,4.35,0.0,0.010,z,BD325.dat,6.13041763645e-22,34.628542203,33.2778178684,34.1940214046,29.7787155642,27.7526525049,25.3,22.9886937539,132.689834259,26.3764467729,0.0
124,easter.2426.13.txt,2426,1.580680,-4.846519,6,23.0,3,545.3,-755.1,9888.0,-111.0,555,4.83,0.0,0.002,i,BD555.dat,1.19010305749e-19,28.9083059306,27.3685787452,28.1599942733,25.3302352676,23.0,19.6294269504,17.0389436142,131.238114996,25.2486776081,0.0
125,easter.2426.13.txt,2426,1.599247,-4.846518,58,19.3,4,72.7,-472.5,-135.5,0.0,1000,5.00,0.0,0.014,z,BD1000.dat,2.280333027e-18,25.7022716645,26.994508194,25.4860953039,24.950161567,22.8051166832,19.3,17.7831308414,131.279968452,25.3858134323,0.0
126,easter.2426.13.txt,2426,1.617813,-4.846516,90,21.0,1,50.0,-200.0,-200.0,0.0,9999,5.00,0.0,0.020,g,PNastrom.dat,6.39511108614e-17,22.082647126,20.5953263087,21.0,21.4336021319,21.5399536588,21.6014976744,21.1320862964,131.319050313,25.5236167421,0.0
127,easter.2426.13.txt,2426,1.636379,-4.846515,30,23.0,3,25.1,400.0,-100.0,-55.0,1500,5.00,0.0,0.040,i,BD1500.dat,5.13674750627e-19,27.320546811,30.2079490236,27.597672427,24.6227394485,23.0,21.4473859602,20.7434201237,131.355464376,25.6620218736,0.0
128,easter.2426.13.txt,2426,1.654946,-4.846512,52,23.4,3,17.5,51.0,1405.0,-200.0,1000,5.00,0.0,0.057,i,BD1000.dat,1.31839318868e-18,26.2971549814,27.5893915109,26.0809786208,25.5450448839,23.4,19.8948833168,18.3780141582,131.389005698,25.8010297026,0.0
129,easter.2426.13.txt,2426,1.673512,-4.846509,31,24.0,3,15.8,-210.0,59.0,55.0,1500,5.00,0.0,0.063,i,BD1500.dat,2.04497601557e-19,28.320546811,31.2079490236,28.597672427,25.6227394485,24.0,22.4473859602,21.7434201237,131.419773858,25.9405525518,0.0
130,easter.2426.13.txt,2426,1.692078,-4.846506,65,24.0,1,20.0,127.0,48.0,0.0,3500,5.00,0.0,0.050,g,m3.0Full.dat,1.08843741492e-17,24.0052587025,26.151297963,24.0,22.6610725741,21.447251235,20.892278584,20.6893594384,131.447751364,26.0805523855,0.0
131,easter.2426.13.txt,2426,1.710645,-4.846502,92,23.0,2,100.0,-150.0,-150.0,0.0,1500,5.00,0.0,0.010,i,BD1000e.dat,1.90384147871e-18,25.8981903967,27.1806658781,25.4303389298,24.1744474507,23.0,19.495918144,17.9790489261,131.472857671,26.2209996251,0.0
132,easter.2426.13.txt,2426,1.729211,-4.846498,1,20.0,1,50.0,1284.9,-1120.9,245.5,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-16,19.9235945591,22.1536599427,20.0,18.7983523851,18.1977515829,17.90999052,17.7603044418,131.495134696,26.3618223279,0.0
133,easter.2426.13.txt,2426,1.747777,-4.846493,44,24.3,4,100.0,225.0,132.0,-45.0,325,4.35,0.0,0.010,z,BD325.dat,1.53989128805e-21,33.628542203,32.2778178684,33.1940214046,28.7787155642,26.7526525049,24.3,21.9886937539,131.514503056,26.5029882422,0.0
134,easter.2426.13.txt,2426,1.766343,-4.846488,35,23.0,3,50.0,174.3,1992.4,-55.0,1000,5.00,0.0,0.020,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,131.531009449,26.6444420522,0.0
135,easter.2426.13.txt,2426,1.580680,-4.828019,39,23.0,0,50.0,-300.0,-0.0,39.0,35000,9.00,0.0,0.020,u,bergeron_35000_90.dat_39000,1.76225875023e-17,23.4820931688,23.0,23.4083148491,23.8877066386,24.2648049465,24.5557685339,24.7852852458,130.108688621,25.5359160753,0.0
136,easter.2426.13.txt,2426,1.599246,-4.828018,86,24.0,3,15.8,-210.0,59.0,55.0,1500,5.00,0.0,0.063,i,BD1500.dat,2.04497601557e-19,28.320546811,31.2079490236,28.597672427,25.6227394485,24.0,22.4473859602,21.7434201237,130.143754267,25.6544971604,0.0
137,easter.2426.13.txt,2426,1.617812,-4.828016,43,23.3,4,100.0,150.0,-250.0,7.0,325,4.35,0.0,0.010,z,BD325.dat,3.86803203245e-21,32.628542203,31.2778178684,32.1940214046,27.7787155642,25.7526525049,23.3,20.9886937539,130.17639347,25.7736459792,0.0
138,easter.2426.13.txt,2426,1.636377,-4.828015,33,23.0,3,50.0,-2457.5,1720.7,55.0,1000,5.00,0.0,0.020,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,130.206710643,25.8932895598,0.0
139,easter.2426.13.txt,2426,1.654943,-4.828012,95,24.3,4,100.0,225.0,132.0,-45.0,325,4.35,0.0,0.010,z,BD325.dat,1.53989128805e-21,33.628542203,32.2778178684,33.1940214046,28.7787155642,26.7526525049,24.3,21.9886937539,130.234505599,26.0134383269,0.0
140,easter.2426.13.txt,2426,1.673509,-4.828009,2,25.0,1,50.0,845.2,1812.6,111.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-18,24.9235945591,27.1536599427,25.0,23.7983523851,23.1977515829,22.90999052,22.7603044418,130.259884292,26.1340197866,0.0
141,easter.2426.13.txt,2426,1.692075,-4.828006,78,23.0,4,255.3,560.5,-723.1,0.0,325,4.35,0.0,0.004,z,BD325.dat,5.09905929172e-21,32.328542203,30.9778178684,31.8940214046,27.4787155642,25.4526525049,23.0,20.6886937539,130.282831225,26.2549941736,0.0
142,easter.2426.13.txt,2426,1.710641,-4.828002,99,25.0,1,50.0,-845.2,1812.6,111.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-18,24.9235945591,27.1536599427,25.0,23.7983523851,23.1977515829,22.90999052,22.7603044418,130.30326824,26.3763296221,0.0
143,easter.2426.13.txt,2426,1.729206,-4.827998,76,24.0,4,10.0,-14.9,299.6,0.0,2000,5.00,0.0,0.100,z,BD2000.dat,2.13592509692e-20,30.7733023112,32.804877748,30.7842735718,27.3769911381,25.3479033611,24.0,23.1785128815,130.321243091,26.4979691163,0.0
144,easter.2426.13.txt,2426,1.747772,-4.827993,71,24.0,0,40.0,959.6,1754.7,0.0,35000,9.00,0.0,0.025,u,bergeron_35000_90.dat_39000,7.01567844835e-18,24.4820931688,24.0,24.4083148491,24.8877066386,25.2648049465,25.5557685339,25.7852852458,130.336680553,26.6198913486,0.0
145,easter.2426.13.txt,2426,1.766338,-4.827988,13,21.0,2,50.0,-70.7,-70.7,50.0,3750,7.50,0.0,0.020,r,bergeron_3750_75.dat_3950,9.02344044148e-17,21.7088369675,23.3038137514,21.8855182988,21.0,20.5771247892,20.3767567354,20.3128097265,130.349630169,26.7420409476,0.0
146,easter.2426.13.txt,2426,1.580679,-4.809519,20,27.0,2,2.0,20.0,10.0,-32.0,2000,5.00,0.0,0.500,r,BD2000.dat,3.02261249939e-20,30.3963111731,32.4278866098,30.4072824336,27.0,24.970912223,23.6230088619,22.8015217434,128.973920209,25.8144484292,0.0
147,easter.2426.13.txt,2426,1.599245,-4.809518,47,24.3,4,0.1,0.0,0.0,29.0,1000,5.00,0.0,10.000,z,BD1000.dat,2.280333027e-20,30.7022716645,31.994508194,30.4860953039,29.950161567,27.8051166832,24.3,22.7831308414,129.00249575,25.9143504574,0.0
148,easter.2426.13.txt,2426,1.617810,-4.809516,68,25.0,4,50.0,-175.1,-198.0,0.0,555,4.83,0.0,0.020,z,BD555.dat,8.45970757436e-22,34.2788789802,32.7391517949,33.5305673229,30.7008083172,28.3705730496,25.0,22.4095166638,129.028997184,26.014711863,0.0
149,easter.2426.13.txt,2426,1.636375,-4.809515,7,22.0,3,53.4,-406.0,-331.1,18.7,1500,5.00,0.0,0.019,i,BD1500.dat,1.29029263631e-18,26.320546811,29.2079490236,26.597672427,23.6227394485,22.0,20.4473859602,19.7434201237,129.05353637,26.1154782464,0.0
150,easter.2426.13.txt,2426,1.654941,-4.809512,3,24.0,3,18.5,-62.7,-22.8,54.0,1800,5.00,0.0,0.054,i,BD1800.dat,1.06768819374e-19,29.0261562569,31.4218065674,29.0293498944,25.5985853028,24.0,22.620064129,21.9100426746,129.075914004,26.2166569546,0.0
151,easter.2426.13.txt,2426,1.673506,-4.809509,11,19.0,2,50.0,70.7,-70.7,50.0,3750,7.50,0.0,0.020,r,bergeron_3750_75.dat_3950,5.69340601903e-16,19.7088369675,21.3038137514,19.8855182988,19.0,18.5771247892,18.3767567354,18.3128097265,129.096239468,26.318177897,0.0
152,easter.2426.13.txt,2426,1.692071,-4.809506,101,17.5,3,50.0,186.4,378.7,20.0,2500,5.00,0.0,0.020,i,m7.0Full.dat,1.27477534484e-16,21.3336832198,23.6140318246,21.2766136215,19.7482341182,17.5,16.443370126,15.7745175248,129.114502125,26.4200126961,0.0
153,easter.2426.13.txt,2426,1.710636,-4.809502,82,20.0,3,100.0,2110.0,-545.0,-29.0,1500,5.00,0.0,0.010,i,BD1500.dat,8.14119615408e-18,24.320546811,27.2079490236,24.597672427,21.6227394485,20.0,18.4473859602,17.7434201237,129.130627195,26.5221349747,0.0
154,easter.2426.13.txt,2426,1.729202,-4.809498,67,24.0,4,50.0,175.1,-198.0,0.0,555,4.83,0.0,0.020,z,BD555.dat,2.12498246706e-21,33.2788789802,31.7391517949,32.5305673229,29.7008083172,27.3705730496,24.0,21.4095166638,129.14466773,26.6245063607,0.0
155,easter.2426.13.txt,2426,1.747767,-4.809493,63,24.4,4,10.0,-95.8,8.4,0.0,1000,5.00,0.0,0.100,z,BD1000.dat,2.07968843796e-20,30.8022716645,32.094508194,30.5860953039,30.050161567,27.9051166832,24.4,22.8831308414,129.156548291,26.7270870052,0.0
156,easter.2426.13.txt,2426,1.766332,-4.809488,62,23.7,4,10.0,-43.1,-0.1,0.0,1000,5.00,0.0,0.100,z,BD1000.dat,3.96276462414e-20,30.1022716645,31.394508194,29.8860953039,29.350161567,27.2051166832,23.7,22.1831308414,129.166323797,26.8298402708,0.0
157,easter.2426.13.txt,2426,1.580679,-4.791019,50,21.2,3,9.0,140.0,-242.5,-123.0,1800,5.00,0.0,0.111,i,BD1800.dat,1.40748715608e-18,26.2261562569,28.6218065674,26.2293498944,22.7985853028,21.2,19.820064129,19.1100426746,127.833889606,26.0841361592,0.0
158,easter.2426.13.txt,2426,1.599244,-4.791018,36,23.0,3,50.0,965.0,-258.8,55.0,1000,5.00,0.0,0.020,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,127.856284393,26.1652312501,0.0
159,easter.2426.13.txt,2426,1.617808,-4.791016,85,23.0,3,25.1,400.0,-100.0,-55.0,1500,5.00,0.0,0.040,i,BD1500.dat,5.13674750627e-19,27.320546811,30.2079490236,27.597672427,24.6227394485,23.0,21.4473859602,20.7434201237,127.876969562,26.2466883354,0.0
160,easter.2426.13.txt,2426,1.636373,-4.791015,72,25.0,0,40.0,1956.4,-415.4,0.0,35000,9.00,0.0,0.025,u,bergeron_35000_90.dat_39000,2.79299189659e-18,25.4820931688,25.0,25.4083148491,25.8877066386,26.2648049465,26.5557685339,26.7852852458,127.896061595,26.328463378,0.0
161,easter.2426.13.txt,2426,1.654938,-4.791012,10,20.5,3,10.0,-76.0,-62.0,-23.0,2000,5.00,0.0,0.010,i,BD2000.dat,1.85672405135e-18,25.9253989501,27.9569743869,25.9363702106,22.529087777,20.5,19.1520966389,18.3306095204,127.913361569,26.4105584127,0.0
162,easter.2426.13.txt,2426,1.673503,-4.791010,51,21.4,3,17.5,1405.0,-51.0,-200.0,1800,5.00,0.0,0.057,i,BD1800.dat,1.17069682472e-18,26.4261562569,28.8218065674,26.4293498944,22.9985853028,21.4,20.020064129,19.3100426746,127.929048304,26.4929121255,0.0
163,easter.2426.13.txt,2426,1.692068,-4.791006,4,23.0,3,106.9,270.3,-348.5,9.4,1800,5.00,0.0,0.009,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,127.942923571,26.5755244025,0.0
164,easter.2426.13.txt,2426,1.710632,-4.791002,100,23.0,1,50.0,1147.2,-1638.3,0.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,2.94760388018e-17,22.9235945591,25.1536599427,23.0,21.7983523851,21.1977515829,20.90999052,20.7603044418,127.955104545,26.6583424913,0.0
165,easter.2426.13.txt,2426,1.729197,-4.790998,27,20.0,3,100.0,2110.0,-545.0,-29.0,1500,5.00,0.0,0.010,i,BD1500.dat,8.14119615408e-18,24.320546811,27.2079490236,24.597672427,21.6227394485,20.0,18.4473859602,17.7434201237,127.965584993,26.7413473556,0.0
166,easter.2426.13.txt,2426,1.747762,-4.790993,19,19.0,4,0.1,0.0,0.0,28.0,1000,5.00,0.0,10.000,z,BD1000.dat,3.00606437899e-18,25.4022716645,26.694508194,25.1860953039,24.650161567,22.5051166832,19.0,17.4831308414,127.974293188,26.8245114695,0.0
167,easter.2426.13.txt,2426,1.766326,-4.790988,24,23.0,1,30.0,200.0,100.0,0.0,9999,5.00,0.0,0.033,g,PNastrom.dat,1.01355680255e-17,24.082647126,22.5953263087,23.0,23.4336021319,23.5399536588,23.6014976744,23.1320862964,127.981285942,26.9077950512,0.0
168,easter.2426.13.txt,2426,1.580678,-4.772519,80,20.0,1,50.0,35.6,1999.7,0.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-16,19.9235945591,22.1536599427,20.0,18.7983523851,18.1977515829,17.90999052,17.7603044418,126.688680382,26.3448219197,0.0
169,easter.2426.13.txt,2426,1.599242,-4.772518,93,23.0,2,100.0,150.0,-150.0,0.0,1500,5.00,0.0,0.010,i,BD1000e.dat,1.90384147871e-18,25.8981903967,27.1806658781,25.4303389298,24.1744474507,23.0,19.495918144,17.9790489261,126.70522067,26.4069971185,0.0
170,easter.2426.13.txt,2426,1.617807,-4.772516,66,23.0,4,50.0,-175.1,198.0,0.0,555,4.83,0.0,0.020,z,BD555.dat,5.3377146262e-21,32.2788789802,30.7391517949,31.5305673229,28.7008083172,26.3705730496,23.0,20.4095166638,126.720426929,26.4694486541,0.0
171,easter.2426.13.txt,2426,1.636371,-4.772515,97,27.0,2,2.0,20.0,10.0,-32.0,2000,5.00,0.0,0.500,r,BD2000.dat,3.02261249939e-20,30.3963111731,32.4278866098,30.4072824336,27.0,24.970912223,23.6230088619,22.8015217434,126.734415375,26.5321241444,0.0
172,easter.2426.13.txt,2426,1.654935,-4.772512,14,22.0,2,50.0,70.7,70.7,50.0,3750,7.50,0.0,0.020,r,bergeron_3750_75.dat_3950,3.59229634282e-17,22.7088369675,24.3038137514,22.8855182988,22.0,21.5771247892,21.3767567354,21.3128097265,126.746991483,26.5950380427,0.0
173,easter.2426.13.txt,2426,1.673500,-4.772510,87,25.0,3,10.0,100.0,77.0,-58.0,1500,5.00,0.0,0.100,i,BD1500.dat,8.14119615408e-20,29.320546811,32.2079490236,29.597672427,26.6227394485,25.0,23.4473859602,22.7434201237,126.758338264,26.658140215,0.0
174,easter.2426.13.txt,2426,1.692064,-4.772506,9,17.5,3,50.0,-186.4,-378.7,20.0,2500,5.00,0.0,0.020,i,m7.0Full.dat,1.27477534484e-16,21.3336832198,23.6140318246,21.2766136215,19.7482341182,17.5,16.443370126,15.7745175248,126.768258555,26.7214285012,0.0
175,easter.2426.13.txt,2426,1.710628,-4.772502,64,20.3,4,37.5,543.8,-440.4,-195.0,1800,5.00,-1.0,0.027,z,BD1800.dat,9.04628137733e-19,26.7060921279,29.1017424385,26.7092857654,23.2785211738,21.679935871,20.3,19.5899785456,126.77687397,26.78486538,0.0
176,easter.2426.13.txt,2426,1.729192,-4.772498,12,20.0,2,50.0,-70.7,70.7,50.0,3750,7.50,0.0,0.020,r,bergeron_3750_75.dat_3950,2.26658576105e-16,20.7088369675,22.3038137514,20.8855182988,20.0,19.5771247892,19.3767567354,19.3128097265,126.784179587,26.8484292864,0.0
177,easter.2426.13.txt,2426,1.747757,-4.772493,40,24.0,0,50.0,52.1,295.4,40.0,35000,9.00,0.0,0.020,u,bergeron_35000_90.dat_39000,7.01567844835e-18,24.4820931688,24.0,24.4083148491,24.8877066386,25.2648049465,25.5557685339,25.7852852458,126.79010715,26.9121064802,0.0
178,easter.2426.13.txt,2426,1.766321,-4.772488,53,23.0,1,50.0,1147.2,1638.3,0.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,2.94760388018e-17,22.9235945591,25.1536599427,23.0,21.7983523851,21.1977515829,20.90999052,20.7603044418,126.794715732,26.9758618104,0.0
179,easter.2426.13.txt,2426,1.599241,-4.754018,34,23.0,3,50.0,-1690.5,-3625.2,55.0,1000,5.00,0.0,0.020,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,125.549417767,26.6395199874,0.0
180,easter.2426.13.txt,2426,1.617805,-4.754016,98,20.0,1,50.0,1284.9,1120.9,245.5,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-16,19.9235945591,22.1536599427,20.0,18.7983523851,18.1977515829,17.90999052,17.7603044418,125.559492385,26.6828585551,0.0
181,easter.2426.13.txt,2426,1.636369,-4.754015,91,22.0,2,100.0,-150.0,150.0,0.0,1500,5.00,0.0,0.010,r,BD1000e.dat,1.41061911558e-17,23.723742946,25.0062184275,23.2558914792,22.0,20.8255525493,17.3214706933,15.8046014754,125.568735682,26.7263437061,0.0
